,Date,Hour,Daily Peak Probability,Vote
4474,7/5/2008,12,,0
4475,7/5/2008,13,,0
4476,7/5/2008,14,,0
4477,7/5/2008,15,,19
4478,7/5/2008,16,,428
4479,7/5/2008,17,,367
4480,7/5/2008,18,,180
4481,7/5/2008,19,,6
4482,7/5/2008,20,,0
4483,7/5/2008,21,,0
4484,7/5/2008,22,,0
4485,7/5/2008,23,,0
4486,7/5/2008,24,,0
4487,7/6/2008,1,,0
4488,7/6/2008,2,,0
4489,7/6/2008,3,,0
4490,7/6/2008,4,,0
4491,7/6/2008,5,,0
4492,7/6/2008,6,,0
4493,7/6/2008,7,,0
4494,7/6/2008,8,,0
4495,7/6/2008,9,,0
4496,7/6/2008,10,,0
4497,7/6/2008,11,,0
4498,7/6/2008,12,,0
4499,7/6/2008,13,,0
4500,7/6/2008,14,,11
4501,7/6/2008,15,,113
4502,7/6/2008,16,,627
4503,7/6/2008,17,,142
4504,7/6/2008,18,,50
4505,7/6/2008,19,,53
4506,7/6/2008,20,,4
4507,7/6/2008,21,,0
4508,7/6/2008,22,,0
4509,7/6/2008,23,,0
4510,7/6/2008,24,,0
4511,7/7/2008,1,,0
4512,7/7/2008,2,,0
4513,7/7/2008,3,,0
4514,7/7/2008,4,,0
4515,7/7/2008,5,,0
4516,7/7/2008,6,,0
4517,7/7/2008,7,,0
4518,7/7/2008,8,,0
4519,7/7/2008,9,,0
4520,7/7/2008,10,,0
4521,7/7/2008,11,,0
4522,7/7/2008,12,,0
4523,7/7/2008,13,,0
4524,7/7/2008,14,,0
4525,7/7/2008,15,,1
4526,7/7/2008,16,,510
4527,7/7/2008,17,,235
4528,7/7/2008,18,,230
4529,7/7/2008,19,,24
4530,7/7/2008,20,,0
4531,7/7/2008,21,,0
4532,7/7/2008,22,,0
4533,7/7/2008,23,,0
4534,7/7/2008,24,,0
4535,7/8/2008,1,,0
4536,7/8/2008,2,,0
4537,7/8/2008,3,,0
4538,7/8/2008,4,,0
4539,7/8/2008,5,,0
4540,7/8/2008,6,,0
4541,7/8/2008,7,,0
4542,7/8/2008,8,,0
4543,7/8/2008,9,,0
4544,7/8/2008,10,,0
4545,7/8/2008,11,,0
4546,7/8/2008,12,,0
4547,7/8/2008,13,,0
4548,7/8/2008,14,,0
4549,7/8/2008,15,,41
4550,7/8/2008,16,,286
4551,7/8/2008,17,,609
4552,7/8/2008,18,,61
4553,7/8/2008,19,,3
4554,7/8/2008,20,,0
4555,7/8/2008,21,,0
4556,7/8/2008,22,,0
4557,7/8/2008,23,,0
4558,7/8/2008,24,,0
4559,7/9/2008,1,,0
4560,7/9/2008,2,,0
4561,7/9/2008,3,,0
4562,7/9/2008,4,,0
4563,7/9/2008,5,,0
4564,7/9/2008,6,,0
4565,7/9/2008,7,,0
4566,7/9/2008,8,,0
4567,7/9/2008,9,,0
4568,7/9/2008,10,,0
4569,7/9/2008,11,,0
4570,7/9/2008,12,,0
4571,7/9/2008,13,,0
4572,7/9/2008,14,,1
4573,7/9/2008,15,,281
4574,7/9/2008,16,,506
4575,7/9/2008,17,,171
4576,7/9/2008,18,,39
4577,7/9/2008,19,,2
4578,7/9/2008,20,,0
4579,7/9/2008,21,,0
4580,7/9/2008,22,,0
4581,7/9/2008,23,,0
4582,7/9/2008,24,,0
4583,7/10/2008,1,,0
4584,7/10/2008,2,,0
4585,7/10/2008,3,,0
4586,7/10/2008,4,,0
4587,7/10/2008,5,,0
4588,7/10/2008,6,,0
4589,7/10/2008,7,,0
4590,7/10/2008,8,,0
4591,7/10/2008,9,,0
4592,7/10/2008,10,,0
4593,7/10/2008,11,,0
4594,7/10/2008,12,,0
4595,7/10/2008,13,,0
4596,7/10/2008,14,,0
4597,7/10/2008,15,,30
4598,7/10/2008,16,,323
4599,7/10/2008,17,,610
4600,7/10/2008,18,,35
4601,7/10/2008,19,,2
4602,7/10/2008,20,,0
4603,7/10/2008,21,,0
4604,7/10/2008,22,,0
4605,7/10/2008,23,,0
4606,7/10/2008,24,,0
4607,7/11/2008,1,,0
4608,7/11/2008,2,,0
4609,7/11/2008,3,,0
4610,7/11/2008,4,,0
4611,7/11/2008,5,,0
4612,7/11/2008,6,,0
4613,7/11/2008,7,,0
4614,7/11/2008,8,,0
4615,7/11/2008,9,,0
4616,7/11/2008,10,,0
4617,7/11/2008,11,,0
4618,7/11/2008,12,,0
4619,7/11/2008,13,,0
4620,7/11/2008,14,,0
4621,7/11/2008,15,,0
4622,7/11/2008,16,,18
4623,7/11/2008,17,,359
4624,7/11/2008,18,,552
4625,7/11/2008,19,,71
4626,7/11/2008,20,,0
4627,7/11/2008,21,,0
4628,7/11/2008,22,,0
4629,7/11/2008,23,,0
4630,7/11/2008,24,,0
4631,7/12/2008,1,,0
4632,7/12/2008,2,,0
4633,7/12/2008,3,,0
4634,7/12/2008,4,,0
4635,7/12/2008,5,,0
4636,7/12/2008,6,,0
4637,7/12/2008,7,,0
4638,7/12/2008,8,,0
4639,7/12/2008,9,,0
4640,7/12/2008,10,,0
4641,7/12/2008,11,,0
4642,7/12/2008,12,,0
4643,7/12/2008,13,,0
4644,7/12/2008,14,,0
4645,7/12/2008,15,,3
4646,7/12/2008,16,,26
4647,7/12/2008,17,,75
4648,7/12/2008,18,,187
4649,7/12/2008,19,,541
4650,7/12/2008,20,,162
4651,7/12/2008,21,,6
4652,7/12/2008,22,,0
4653,7/12/2008,23,,0
4654,7/12/2008,24,,0
4655,7/13/2008,1,,0
4656,7/13/2008,2,,0
4657,7/13/2008,3,,0
4658,7/13/2008,4,,0
4659,7/13/2008,5,,0
4660,7/13/2008,6,,0
4661,7/13/2008,7,,0
4662,7/13/2008,8,,0
4663,7/13/2008,9,,0
4664,7/13/2008,10,,0
4665,7/13/2008,11,,0
4666,7/13/2008,12,,0
4667,7/13/2008,13,,0
4668,7/13/2008,14,,0
4669,7/13/2008,15,,1
4670,7/13/2008,16,,7
4671,7/13/2008,17,,217
4672,7/13/2008,18,,563
4673,7/13/2008,19,,110
4674,7/13/2008,20,,101
4675,7/13/2008,21,,1
4676,7/13/2008,22,,0
4677,7/13/2008,23,,0
4678,7/13/2008,24,,0
4679,7/14/2008,1,,0
4680,7/14/2008,2,,0
4681,7/14/2008,3,,0
4682,7/14/2008,4,,0
4683,7/14/2008,5,,0
4684,7/14/2008,6,,0
4685,7/14/2008,7,,0
4686,7/14/2008,8,,0
4687,7/14/2008,9,,0
4688,7/14/2008,10,,0
4689,7/14/2008,11,,0
4690,7/14/2008,12,,0
4691,7/14/2008,13,,0
4692,7/14/2008,14,,0
4693,7/14/2008,15,,0
4694,7/14/2008,16,,7
4695,7/14/2008,17,,469
4696,7/14/2008,18,,425
4697,7/14/2008,19,,99
4698,7/14/2008,20,,0
4699,7/14/2008,21,,0
4700,7/14/2008,22,,0
4701,7/14/2008,23,,0
4702,7/14/2008,24,,0
4703,7/15/2008,1,,0
4704,7/15/2008,2,,0
4705,7/15/2008,3,,0
4706,7/15/2008,4,,0
4707,7/15/2008,5,,0
4708,7/15/2008,6,,0
4709,7/15/2008,7,,0
4710,7/15/2008,8,,0
4711,7/15/2008,9,,0
4712,7/15/2008,10,,0
4713,7/15/2008,11,,0
4714,7/15/2008,12,,0
4715,7/15/2008,13,,0
4716,7/15/2008,14,,0
4717,7/15/2008,15,,1
4718,7/15/2008,16,,174
4719,7/15/2008,17,,403
4720,7/15/2008,18,,412
4721,7/15/2008,19,,10
4722,7/15/2008,20,,0
4723,7/15/2008,21,,0
4724,7/15/2008,22,,0
4725,7/15/2008,23,,0
4726,7/15/2008,24,,0
4727,7/16/2008,1,,0
4728,7/16/2008,2,,0
4729,7/16/2008,3,,0
4730,7/16/2008,4,,0
4731,7/16/2008,5,,0
4732,7/16/2008,6,,0
4733,7/16/2008,7,,0
4734,7/16/2008,8,,0
4735,7/16/2008,9,,0
4736,7/16/2008,10,,0
4737,7/16/2008,11,,0
4738,7/16/2008,12,,0
4739,7/16/2008,13,,0
4740,7/16/2008,14,,0
4741,7/16/2008,15,,0
4742,7/16/2008,16,,381
4743,7/16/2008,17,,352
4744,7/16/2008,18,,243
4745,7/16/2008,19,,24
4746,7/16/2008,20,,0
4747,7/16/2008,21,,0
4748,7/16/2008,22,,0
4749,7/16/2008,23,,0
4750,7/16/2008,24,,0
4751,7/17/2008,1,,0
4752,7/17/2008,2,,0
4753,7/17/2008,3,,0
4754,7/17/2008,4,,0
4755,7/17/2008,5,,0
4756,7/17/2008,6,,0
4757,7/17/2008,7,,0
4758,7/17/2008,8,,0
4759,7/17/2008,9,,0
4760,7/17/2008,10,,0
4761,7/17/2008,11,,0
4762,7/17/2008,12,,0
4763,7/17/2008,13,,0
4764,7/17/2008,14,,0
4765,7/17/2008,15,,2
4766,7/17/2008,16,,86
4767,7/17/2008,17,,221
4768,7/17/2008,18,,635
4769,7/17/2008,19,,55
4770,7/17/2008,20,,1
4771,7/17/2008,21,,0
4772,7/17/2008,22,,0
4773,7/17/2008,23,,0
4774,7/17/2008,24,,0
4775,7/18/2008,1,,0
4776,7/18/2008,2,,0
4777,7/18/2008,3,,0
4778,7/18/2008,4,,0
4779,7/18/2008,5,,0
4780,7/18/2008,6,,0
4781,7/18/2008,7,,0
4782,7/18/2008,8,,0
4783,7/18/2008,9,,0
4784,7/18/2008,10,,0
4785,7/18/2008,11,,0
4786,7/18/2008,12,,0
4787,7/18/2008,13,,0
4788,7/18/2008,14,,0
4789,7/18/2008,15,,113
4790,7/18/2008,16,,261
4791,7/18/2008,17,,292
4792,7/18/2008,18,,330
4793,7/18/2008,19,,4
4794,7/18/2008,20,,0
4795,7/18/2008,21,,0
4796,7/18/2008,22,,0
4797,7/18/2008,23,,0
4798,7/18/2008,24,,0
4799,7/19/2008,1,,0
4800,7/19/2008,2,,0
4801,7/19/2008,3,,0
4802,7/19/2008,4,,0
4803,7/19/2008,5,,0
4804,7/19/2008,6,,0
4805,7/19/2008,7,,0
4806,7/19/2008,8,,0
4807,7/19/2008,9,,0
4808,7/19/2008,10,,0
4809,7/19/2008,11,,0
4810,7/19/2008,12,,0
4811,7/19/2008,13,,0
4812,7/19/2008,14,,0
4813,7/19/2008,15,,0
4814,7/19/2008,16,,5
4815,7/19/2008,17,,146
4816,7/19/2008,18,,282
4817,7/19/2008,19,,280
4818,7/19/2008,20,,242
4819,7/19/2008,21,,43
4820,7/19/2008,22,,2
4821,7/19/2008,23,,0
4822,7/19/2008,24,,0
4823,7/20/2008,1,,0
4824,7/20/2008,2,,0
4825,7/20/2008,3,,0
4826,7/20/2008,4,,0
4827,7/20/2008,5,,0
4828,7/20/2008,6,,0
4829,7/20/2008,7,,0
4830,7/20/2008,8,,0
4831,7/20/2008,9,,0
4832,7/20/2008,10,,0
4833,7/20/2008,11,,0
4834,7/20/2008,12,,0
4835,7/20/2008,13,,0
4836,7/20/2008,14,,0
4837,7/20/2008,15,,0
4838,7/20/2008,16,,0
4839,7/20/2008,17,,74
4840,7/20/2008,18,,435
4841,7/20/2008,19,,374
4842,7/20/2008,20,,110
4843,7/20/2008,21,,7
4844,7/20/2008,22,,0
4845,7/20/2008,23,,0
4846,7/20/2008,24,,0
4847,7/21/2008,1,,0
4848,7/21/2008,2,,0
4849,7/21/2008,3,,0
4850,7/21/2008,4,,0
4851,7/21/2008,5,,0
4852,7/21/2008,6,,0
4853,7/21/2008,7,,0
4854,7/21/2008,8,,0
4855,7/21/2008,9,,0
4856,7/21/2008,10,,0
4857,7/21/2008,11,,0
4858,7/21/2008,12,,0
4859,7/21/2008,13,,0
4860,7/21/2008,14,,0
4861,7/21/2008,15,,0
4862,7/21/2008,16,,0
4863,7/21/2008,17,,11
4864,7/21/2008,18,,534
4865,7/21/2008,19,,416
4866,7/21/2008,20,,38
4867,7/21/2008,21,,1
4868,7/21/2008,22,,0
4869,7/21/2008,23,,0
4870,7/21/2008,24,,0
4871,7/22/2008,1,,0
4872,7/22/2008,2,,0
4873,7/22/2008,3,,0
4874,7/22/2008,4,,0
4875,7/22/2008,5,,0
4876,7/22/2008,6,,0
4877,7/22/2008,7,,0
4878,7/22/2008,8,,0
4879,7/22/2008,9,,0
4880,7/22/2008,10,,0
4881,7/22/2008,11,,0
4882,7/22/2008,12,,0
4883,7/22/2008,13,,0
4884,7/22/2008,14,,0
4885,7/22/2008,15,,0
4886,7/22/2008,16,,14
4887,7/22/2008,17,,167
4888,7/22/2008,18,,773
4889,7/22/2008,19,,46
4890,7/22/2008,20,,0
4891,7/22/2008,21,,0
4892,7/22/2008,22,,0
4893,7/22/2008,23,,0
4894,7/22/2008,24,,0
4895,7/23/2008,1,,0
4896,7/23/2008,2,,0
4897,7/23/2008,3,,0
4898,7/23/2008,4,,0
4899,7/23/2008,5,,0
4900,7/23/2008,6,,0
4901,7/23/2008,7,,0
4902,7/23/2008,8,,0
4903,7/23/2008,9,,0
4904,7/23/2008,10,,0
4905,7/23/2008,11,,0
4906,7/23/2008,12,,0
4907,7/23/2008,13,,0
4908,7/23/2008,14,,0
4909,7/23/2008,15,,0
4910,7/23/2008,16,,90
4911,7/23/2008,17,,298
4912,7/23/2008,18,,456
4913,7/23/2008,19,,144
4914,7/23/2008,20,,12
4915,7/23/2008,21,,0
4916,7/23/2008,22,,0
4917,7/23/2008,23,,0
4918,7/23/2008,24,,0
4919,7/24/2008,1,,0
4920,7/24/2008,2,,0
4921,7/24/2008,3,,0
4922,7/24/2008,4,,0
4923,7/24/2008,5,,0
4924,7/24/2008,6,,0
4925,7/24/2008,7,,0
4926,7/24/2008,8,,0
4927,7/24/2008,9,,0
4928,7/24/2008,10,,0
4929,7/24/2008,11,,0
4930,7/24/2008,12,,0
4931,7/24/2008,13,,0
4932,7/24/2008,14,,0
4933,7/24/2008,15,,0
4934,7/24/2008,16,,5
4935,7/24/2008,17,,466
4936,7/24/2008,18,,419
4937,7/24/2008,19,,98
4938,7/24/2008,20,,12
4939,7/24/2008,21,,0
4940,7/24/2008,22,,0
4941,7/24/2008,23,,0
4942,7/24/2008,24,,0
4943,7/25/2008,1,,0
4944,7/25/2008,2,,0
4945,7/25/2008,3,,0
4946,7/25/2008,4,,0
4947,7/25/2008,5,,0
4948,7/25/2008,6,,0
4949,7/25/2008,7,,0
4950,7/25/2008,8,,0
4951,7/25/2008,9,,0
4952,7/25/2008,10,,0
4953,7/25/2008,11,,0
4954,7/25/2008,12,,0
4955,7/25/2008,13,,0
4956,7/25/2008,14,,0
4957,7/25/2008,15,,0
4958,7/25/2008,16,,25
4959,7/25/2008,17,,515
4960,7/25/2008,18,,333
4961,7/25/2008,19,,127
4962,7/25/2008,20,,0
4963,7/25/2008,21,,0
4964,7/25/2008,22,,0
4965,7/25/2008,23,,0
4966,7/25/2008,24,,0
4967,7/26/2008,1,,0
4968,7/26/2008,2,,0
4969,7/26/2008,3,,0
4970,7/26/2008,4,,0
4971,7/26/2008,5,,0
4972,7/26/2008,6,,0
4973,7/26/2008,7,,0
4974,7/26/2008,8,,0
4975,7/26/2008,9,,0
4976,7/26/2008,10,,0
4977,7/26/2008,11,,0
4978,7/26/2008,12,,0
4979,7/26/2008,13,,0
4980,7/26/2008,14,,3
4981,7/26/2008,15,,394
4982,7/26/2008,16,,362
4983,7/26/2008,17,,145
4984,7/26/2008,18,,53
4985,7/26/2008,19,,43
4986,7/26/2008,20,,0
4987,7/26/2008,21,,0
4988,7/26/2008,22,,0
4989,7/26/2008,23,,0
4990,7/26/2008,24,,0
4991,7/27/2008,1,,0
4992,7/27/2008,2,,0
4993,7/27/2008,3,,0
4994,7/27/2008,4,,0
4995,7/27/2008,5,,0
4996,7/27/2008,6,,0
4997,7/27/2008,7,,0
4998,7/27/2008,8,,0
4999,7/27/2008,9,,0
5000,7/27/2008,10,,0
5001,7/27/2008,11,,0
5002,7/27/2008,12,,0
5003,7/27/2008,13,,0
5004,7/27/2008,14,,0
5005,7/27/2008,15,,2
5006,7/27/2008,16,,17
5007,7/27/2008,17,,254
5008,7/27/2008,18,,572
5009,7/27/2008,19,,118
5010,7/27/2008,20,,37
5011,7/27/2008,21,,0
5012,7/27/2008,22,,0
5013,7/27/2008,23,,0
5014,7/27/2008,24,,0
5015,7/28/2008,1,,0
5016,7/28/2008,2,,0
5017,7/28/2008,3,,0
5018,7/28/2008,4,,0
5019,7/28/2008,5,,0
5020,7/28/2008,6,,0
5021,7/28/2008,7,,0
5022,7/28/2008,8,,0
5023,7/28/2008,9,,0
5024,7/28/2008,10,,0
5025,7/28/2008,11,,0
5026,7/28/2008,12,,0
5027,7/28/2008,13,,0
5028,7/28/2008,14,,0
5029,7/28/2008,15,,0
5030,7/28/2008,16,,0
5031,7/28/2008,17,,56
5032,7/28/2008,18,,216
5033,7/28/2008,19,,464
5034,7/28/2008,20,,261
5035,7/28/2008,21,,3
5036,7/28/2008,22,,0
5037,7/28/2008,23,,0
5038,7/28/2008,24,,0
5039,7/29/2008,1,,0
5040,7/29/2008,2,,0
5041,7/29/2008,3,,0
5042,7/29/2008,4,,0
5043,7/29/2008,5,,0
5044,7/29/2008,6,,0
5045,7/29/2008,7,,0
5046,7/29/2008,8,,0
5047,7/29/2008,9,,0
5048,7/29/2008,10,,0
5049,7/29/2008,11,,0
5050,7/29/2008,12,,0
5051,7/29/2008,13,,0
5052,7/29/2008,14,,0
5053,7/29/2008,15,,0
5054,7/29/2008,16,,8
5055,7/29/2008,17,,60
5056,7/29/2008,18,,152
5057,7/29/2008,19,,516
5058,7/29/2008,20,,216
5059,7/29/2008,21,,39
5060,7/29/2008,22,,9
5061,7/29/2008,23,,0
5062,7/29/2008,24,,0
5063,7/30/2008,1,,0
5064,7/30/2008,2,,0
5065,7/30/2008,3,,0
5066,7/30/2008,4,,0
5067,7/30/2008,5,,0
5068,7/30/2008,6,,0
5069,7/30/2008,7,,0
5070,7/30/2008,8,,0
5071,7/30/2008,9,,0
5072,7/30/2008,10,,0
5073,7/30/2008,11,,0
5074,7/30/2008,12,,0
5075,7/30/2008,13,,0
5076,7/30/2008,14,,0
5077,7/30/2008,15,,0
5078,7/30/2008,16,,10
5079,7/30/2008,17,,261
5080,7/30/2008,18,,628
5081,7/30/2008,19,,101
5082,7/30/2008,20,,0
5083,7/30/2008,21,,0
5084,7/30/2008,22,,0
5085,7/30/2008,23,,0
5086,7/30/2008,24,,0
5087,7/31/2008,1,,0
5088,7/31/2008,2,,0
5089,7/31/2008,3,,0
5090,7/31/2008,4,,0
5091,7/31/2008,5,,0
5092,7/31/2008,6,,0
5093,7/31/2008,7,,0
5094,7/31/2008,8,,0
5095,7/31/2008,9,,0
5096,7/31/2008,10,,0
5097,7/31/2008,11,,0
5098,7/31/2008,12,,0
5099,7/31/2008,13,,0
5100,7/31/2008,14,,0
5101,7/31/2008,15,,0
5102,7/31/2008,16,,8
5103,7/31/2008,17,,226
5104,7/31/2008,18,,759
5105,7/31/2008,19,,7
5106,7/31/2008,20,,0
5107,7/31/2008,21,,0
5108,7/31/2008,22,,0
5109,7/31/2008,23,,0
5110,7/31/2008,24,,0
5111,8/1/2008,1,,0
5112,8/1/2008,2,,0
5113,8/1/2008,3,,0
5114,8/1/2008,4,,0
5115,8/1/2008,5,,0
5116,8/1/2008,6,,0
5117,8/1/2008,7,,0
5118,8/1/2008,8,,0
5119,8/1/2008,9,,0
5120,8/1/2008,10,,0
5121,8/1/2008,11,,0
5122,8/1/2008,12,,0
5123,8/1/2008,13,,0
5124,8/1/2008,14,,0
5125,8/1/2008,15,,0
5126,8/1/2008,16,,0
5127,8/1/2008,17,,170
5128,8/1/2008,18,,817
5129,8/1/2008,19,,13
5130,8/1/2008,20,,0
5131,8/1/2008,21,,0
5132,8/1/2008,22,,0
5133,8/1/2008,23,,0
5134,8/1/2008,24,,0
5135,8/2/2008,1,,0
5136,8/2/2008,2,,0
5137,8/2/2008,3,,0
5138,8/2/2008,4,,0
5139,8/2/2008,5,,0
5140,8/2/2008,6,,0
5141,8/2/2008,7,,0
5142,8/2/2008,8,,0
5143,8/2/2008,9,,0
5144,8/2/2008,10,,0
5145,8/2/2008,11,,0
5146,8/2/2008,12,,0
5147,8/2/2008,13,,0
5148,8/2/2008,14,,0
5149,8/2/2008,15,,0
5150,8/2/2008,16,,6
5151,8/2/2008,17,,805
5152,8/2/2008,18,,133
5153,8/2/2008,19,,56
5154,8/2/2008,20,,0
5155,8/2/2008,21,,0
5156,8/2/2008,22,,0
5157,8/2/2008,23,,0
5158,8/2/2008,24,,0
5159,8/3/2008,1,,0
5160,8/3/2008,2,,0
5161,8/3/2008,3,,0
5162,8/3/2008,4,,0
5163,8/3/2008,5,,0
5164,8/3/2008,6,,0
5165,8/3/2008,7,,0
5166,8/3/2008,8,,0
5167,8/3/2008,9,,0
5168,8/3/2008,10,,0
5169,8/3/2008,11,,0
5170,8/3/2008,12,,0
5171,8/3/2008,13,,0
5172,8/3/2008,14,,0
5173,8/3/2008,15,,2
5174,8/3/2008,16,,84
5175,8/3/2008,17,,102
5176,8/3/2008,18,,793
5177,8/3/2008,19,,19
5178,8/3/2008,20,,0
5179,8/3/2008,21,,0
5180,8/3/2008,22,,0
5181,8/3/2008,23,,0
5182,8/3/2008,24,,0
5183,8/4/2008,1,,0
5184,8/4/2008,2,,0
5185,8/4/2008,3,,0
5186,8/4/2008,4,,0
5187,8/4/2008,5,,0
5188,8/4/2008,6,,0
5189,8/4/2008,7,,0
5190,8/4/2008,8,,0
5191,8/4/2008,9,,0
5192,8/4/2008,10,,0
5193,8/4/2008,11,,0
5194,8/4/2008,12,,0
5195,8/4/2008,13,,0
5196,8/4/2008,14,,0
5197,8/4/2008,15,,90
5198,8/4/2008,16,,191
5199,8/4/2008,17,,393
5200,8/4/2008,18,,270
5201,8/4/2008,19,,54
5202,8/4/2008,20,,2
5203,8/4/2008,21,,0
5204,8/4/2008,22,,0
5205,8/4/2008,23,,0
5206,8/4/2008,24,,0
5207,8/5/2008,1,,0
5208,8/5/2008,2,,0
5209,8/5/2008,3,,0
5210,8/5/2008,4,,0
5211,8/5/2008,5,,0
5212,8/5/2008,6,,0
5213,8/5/2008,7,,0
5214,8/5/2008,8,,0
5215,8/5/2008,9,,0
5216,8/5/2008,10,,0
5217,8/5/2008,11,,0
5218,8/5/2008,12,,0
5219,8/5/2008,13,,0
5220,8/5/2008,14,,0
5221,8/5/2008,15,,10
5222,8/5/2008,16,,105
5223,8/5/2008,17,,84
5224,8/5/2008,18,,728
5225,8/5/2008,19,,70
5226,8/5/2008,20,,3
5227,8/5/2008,21,,0
5228,8/5/2008,22,,0
5229,8/5/2008,23,,0
5230,8/5/2008,24,,0
5231,8/6/2008,1,,0
5232,8/6/2008,2,,0
5233,8/6/2008,3,,0
5234,8/6/2008,4,,0
5235,8/6/2008,5,,0
5236,8/6/2008,6,,0
5237,8/6/2008,7,,0
5238,8/6/2008,8,,0
5239,8/6/2008,9,,0
5240,8/6/2008,10,,0
5241,8/6/2008,11,,0
5242,8/6/2008,12,,0
5243,8/6/2008,13,,0
5244,8/6/2008,14,,0
5245,8/6/2008,15,,3
5246,8/6/2008,16,,6
5247,8/6/2008,17,,176
5248,8/6/2008,18,,802
5249,8/6/2008,19,,13
5250,8/6/2008,20,,0
5251,8/6/2008,21,,0
5252,8/6/2008,22,,0
5253,8/6/2008,23,,0
5254,8/6/2008,24,,0
5255,8/7/2008,1,,0
5256,8/7/2008,2,,0
5257,8/7/2008,3,,0
5258,8/7/2008,4,,0
5259,8/7/2008,5,,0
5260,8/7/2008,6,,0
5261,8/7/2008,7,,0
5262,8/7/2008,8,,0
5263,8/7/2008,9,,0
5264,8/7/2008,10,,0
5265,8/7/2008,11,,0
5266,8/7/2008,12,,0
5267,8/7/2008,13,,0
5268,8/7/2008,14,,0
5269,8/7/2008,15,,94
5270,8/7/2008,16,,58
5271,8/7/2008,17,,715
5272,8/7/2008,18,,133
5273,8/7/2008,19,,0
5274,8/7/2008,20,,0
5275,8/7/2008,21,,0
5276,8/7/2008,22,,0
5277,8/7/2008,23,,0
5278,8/7/2008,24,,0
5279,8/8/2008,1,,0
5280,8/8/2008,2,,0
5281,8/8/2008,3,,0
5282,8/8/2008,4,,0
5283,8/8/2008,5,,0
5284,8/8/2008,6,,0
5285,8/8/2008,7,,0
5286,8/8/2008,8,,0
5287,8/8/2008,9,,0
5288,8/8/2008,10,,0
5289,8/8/2008,11,,0
5290,8/8/2008,12,,0
5291,8/8/2008,13,,0
5292,8/8/2008,14,,0
5293,8/8/2008,15,,134
5294,8/8/2008,16,,57
5295,8/8/2008,17,,716
5296,8/8/2008,18,,93
5297,8/8/2008,19,,0
5298,8/8/2008,20,,0
5299,8/8/2008,21,,0
5300,8/8/2008,22,,0
5301,8/8/2008,23,,0
5302,8/8/2008,24,,0
5303,8/9/2008,1,,0
5304,8/9/2008,2,,0
5305,8/9/2008,3,,0
5306,8/9/2008,4,,0
5307,8/9/2008,5,,0
5308,8/9/2008,6,,0
5309,8/9/2008,7,,0
5310,8/9/2008,8,,0
5311,8/9/2008,9,,0
5312,8/9/2008,10,,0
5313,8/9/2008,11,,0
5314,8/9/2008,12,,0
5315,8/9/2008,13,,0
5316,8/9/2008,14,,1
5317,8/9/2008,15,,814
5318,8/9/2008,16,,59
5319,8/9/2008,17,,103
5320,8/9/2008,18,,20
5321,8/9/2008,19,,3
5322,8/9/2008,20,,0
5323,8/9/2008,21,,0
5324,8/9/2008,22,,0
5325,8/9/2008,23,,0
5326,8/9/2008,24,,0
5327,8/10/2008,1,,0
5328,8/10/2008,2,,0
5329,8/10/2008,3,,0
5330,8/10/2008,4,,0
5331,8/10/2008,5,,0
5332,8/10/2008,6,,0
5333,8/10/2008,7,,0
5334,8/10/2008,8,,0
5335,8/10/2008,9,,0
5336,8/10/2008,10,,0
5337,8/10/2008,11,,0
5338,8/10/2008,12,,0
5339,8/10/2008,13,,0
5340,8/10/2008,14,,0
5341,8/10/2008,15,,0
5342,8/10/2008,16,,1
5343,8/10/2008,17,,397
5344,8/10/2008,18,,408
5345,8/10/2008,19,,170
5346,8/10/2008,20,,23
5347,8/10/2008,21,,1
5348,8/10/2008,22,,0
5349,8/10/2008,23,,0
5350,8/10/2008,24,,0
5351,8/11/2008,1,,0
5352,8/11/2008,2,,0
5353,8/11/2008,3,,0
5354,8/11/2008,4,,0
5355,8/11/2008,5,,0
5356,8/11/2008,6,,0
5357,8/11/2008,7,,0
5358,8/11/2008,8,,0
5359,8/11/2008,9,,0
5360,8/11/2008,10,,0
5361,8/11/2008,11,,0
5362,8/11/2008,12,,0
5363,8/11/2008,13,,0
5364,8/11/2008,14,,0
5365,8/11/2008,15,,0
5366,8/11/2008,16,,0
5367,8/11/2008,17,,297
5368,8/11/2008,18,,634
5369,8/11/2008,19,,68
5370,8/11/2008,20,,1
5371,8/11/2008,21,,0
5372,8/11/2008,22,,0
5373,8/11/2008,23,,0
5374,8/11/2008,24,,0
5375,8/12/2008,1,,0
5376,8/12/2008,2,,0
5377,8/12/2008,3,,0
5378,8/12/2008,4,,0
5379,8/12/2008,5,,0
5380,8/12/2008,6,,0
5381,8/12/2008,7,,0
5382,8/12/2008,8,,0
5383,8/12/2008,9,,0
5384,8/12/2008,10,,0
5385,8/12/2008,11,,0
5386,8/12/2008,12,,0
5387,8/12/2008,13,,0
5388,8/12/2008,14,,0
5389,8/12/2008,15,,0
5390,8/12/2008,16,,2
5391,8/12/2008,17,,85
5392,8/12/2008,18,,899
5393,8/12/2008,19,,14
5394,8/12/2008,20,,0
5395,8/12/2008,21,,0
5396,8/12/2008,22,,0
5397,8/12/2008,23,,0
5398,8/12/2008,24,,0
5399,8/13/2008,1,,0
5400,8/13/2008,2,,0
5401,8/13/2008,3,,0
5402,8/13/2008,4,,0
5403,8/13/2008,5,,0
5404,8/13/2008,6,,0
